Percent Black or African American alone,Percent White,Percent Hispanic or Latino,Share of properties at risk of flood in 30 years,Percent pre-1960s housing (lead paint indicator),Share of the tract's land area that is covered by impervious surface or cropland as a percent,Percent of individuals < 100% Federal Poverty Line
0.05,0.75,0.12,3.0,0.0,4068.0,3.0
0.0,0.78,0.13,4.0,0.0,4053.0,7.0
0.0,0.8,0.1,7.0,0.0,4177.0,0.0
0.0,0.8,0.13,3.0,1.0,4573.0,2.0
0.02,0.85,0.09,2.0,0.0,5092.0,2.0
0.02,0.74,0.16,2.0,0.0,2934.0,7.0
0.04,0.64,0.21,1.0,0.0,3525.0,15.0
0.09,0.62,0.21,13.0,0.0,2477.0,5.0
0.17,0.62,0.11,3.0,0.0,3665.0,7.0
0.02,0.72,0.16,4.0,1.0,4079.0,10.0
0.08,0.56,0.29,5.0,0.0,5478.0,15.0
0.01,0.77,0.1,9.0,0.0,6252.0,2.0
0.12,0.56,0.27,10.0,3.0,5225.0,12.0
0.05,0.74,0.17,4.0,0.0,3741.0,6.0
0.09,0.61,0.23,7.0,1.0,2965.0,2.0
0.09,0.65,0.14,7.0,1.0,1413.0,2.0
0.07,0.56,0.28,9.0,1.0,2395.0,7.0
0.0,0.73,0.25,15.0,4.0,600.0,20.0
0.04,0.53,0.38,16.0,5.0,1739.0,6.0
0.04,0.62,0.22,17.0,1.0,3757.0,4.0
0.02,0.61,0.34,8.0,0.0,1200.0,24.0
0.0,0.43,0.49,11.0,3.0,1102.0,14.0
0.01,0.51,0.41,14.0,1.0,1338.0,16.0
0.01,0.64,0.32,16.0,6.0,540.0,14.0
0.0,0.74,0.22,13.0,5.0,997.0,12.0
0.04,0.41,0.49,8.0,3.0,706.0,13.0
0.01,0.81,0.16,15.0,4.0,326.0,7.0
0.0,0.5,0.47,9.0,5.0,588.0,15.0
0.15,0.18,0.64,4.0,12.0,3831.0,24.0
0.09,0.31,0.59,2.0,5.0,1784.0,13.0
0.02,0.73,0.14,8.0,1.0,1449.0,4.0
0.06,0.71,0.18,5.0,1.0,1870.0,9.0
0.24,0.17,0.54,0.0,10.0,6630.0,29.0
0.05,0.57,0.35,5.0,13.0,5674.0,11.0
0.11,0.62,0.25,5.0,2.0,4017.0,18.0
0.05,0.69,0.18,3.0,0.0,1702.0,3.0
0.14,0.43,0.39,5.0,3.0,2321.0,14.0
0.05,0.42,0.51,4.0,7.0,2121.0,17.0
0.0,0.69,0.27,9.0,1.0,320.0,17.0
0.06,0.53,0.38,3.0,2.0,446.0,23.0
0.03,0.6,0.29,12.0,1.0,543.0,2.0
0.0,0.61,0.35,14.0,1.0,455.0,14.0
0.01,0.86,0.08,4.0,0.0,1209.0,6.0
0.05,0.83,0.07,7.0,1.0,1730.0,6.0
0.03,0.84,0.07,6.0,1.0,2130.0,2.0
0.02,0.77,0.19,7.0,2.0,902.0,7.0
0.0,0.87,0.08,7.0,4.0,684.0,4.0
0.04,0.81,0.13,6.0,4.0,261.0,9.0
0.09,0.83,0.04,10.0,3.0,96.0,10.0
0.0,0.46,0.49,2.0,30.0,5287.0,12.0
0.06,0.25,0.61,10.0,12.0,2972.0,8.0
0.03,0.39,0.48,0.0,24.0,4167.0,12.0
0.02,0.23,0.63,0.0,27.0,4910.0,20.0
0.19,0.72,0.07,6.0,16.0,332.0,13.0
0.2,0.67,0.07,8.0,30.0,437.0,13.0
0.35,0.45,0.18,4.0,51.0,2133.0,33.0
0.01,0.74,0.19,10.0,68.0,873.0,8.0
0.16,0.73,0.08,7.0,23.0,157.0,19.0
0.07,0.83,0.04,8.0,21.0,134.0,15.0
0.07,0.64,0.28,6.0,5.0,197.0,20.0
0.09,0.37,0.47,6.0,12.0,285.0,30.0
0.09,0.74,0.12,5.0,10.0,178.0,8.0
0.21,0.71,0.02,2.0,10.0,2287.0,20.0
0.01,0.81,0.08,3.0,0.0,1976.0,14.0
0.26,0.52,0.18,3.0,15.0,4573.0,45.0
0.35,0.24,0.34,3.0,16.0,1854.0,36.0
0.28,0.31,0.39,7.0,33.0,2992.0,27.0
0.75,0.21,0.03,9.0,34.0,2876.0,53.0
0.3,0.54,0.1,6.0,12.0,1315.0,44.0
0.04,0.86,0.06,7.0,12.0,108.0,14.0
0.01,0.54,0.43,8.0,13.0,1142.0,11.0
0.25,0.51,0.22,5.0,2.0,1597.0,24.0
0.09,0.56,0.27,5.0,28.0,2071.0,19.0
0.03,0.81,0.1,5.0,21.0,2321.0,15.0
0.11,0.48,0.32,14.0,34.0,3541.0,6.0
0.25,0.61,0.1,5.0,22.0,1601.0,23.0
0.21,0.67,0.06,4.0,10.0,587.0,15.0
0.13,0.37,0.38,0.0,61.0,6287.0,33.0
0.06,0.34,0.54,4.0,31.0,793.0,12.0
0.04,0.81,0.1,6.0,14.0,1424.0,16.0
0.12,0.83,0.01,13.0,8.0,70.0,18.0
0.34,0.57,0.06,18.0,16.0,91.0,22.0
0.2,0.74,0.0,18.0,20.0,77.0,39.0
0.0,0.94,0.03,26.0,12.0,178.0,16.0
0.0,0.93,0.05,6.0,24.0,1239.0,15.0
0.04,0.62,0.32,1.0,42.0,4736.0,7.0
0.07,0.35,0.58,3.0,61.0,3150.0,33.0
0.12,0.34,0.5,4.0,47.0,3076.0,20.0
0.0,0.65,0.33,6.0,36.0,1803.0,11.0
0.31,0.03,0.65,8.0,42.0,6460.0,31.0
0.08,0.05,0.85,9.0,57.0,7104.0,18.0
0.04,0.16,0.79,11.0,26.0,5644.0,24.0
0.08,0.18,0.72,9.0,14.0,8103.0,13.0
0.0,0.01,0.96,1.0,44.0,7158.0,21.0
0.03,0.07,0.88,25.0,48.0,7089.0,29.0
0.08,0.12,0.78,12.0,56.0,6598.0,55.0
0.04,0.29,0.65,3.0,38.0,7451.0,26.0
0.0,0.03,0.96,2.0,60.0,6824.0,30.0
0.0,0.43,0.52,17.0,64.0,6159.0,13.0
0.09,0.08,0.82,9.0,75.0,6560.0,38.0
0.04,0.01,0.94,4.0,52.0,6252.0,28.0
0.0,0.03,0.94,22.0,54.0,6871.0,14.0
0.14,0.03,0.8,20.0,35.0,5616.0,21.0
0.04,0.06,0.89,3.0,19.0,8024.0,19.0
0.03,0.01,0.92,14.0,67.0,6598.0,22.0
0.06,0.04,0.9,12.0,4.0,7301.0,4.0
0.04,0.1,0.84,6.0,10.0,6369.0,17.0
0.0,0.08,0.91,3.0,76.0,6463.0,15.0
0.04,0.09,0.86,10.0,64.0,5893.0,28.0
0.0,0.1,0.88,4.0,75.0,6238.0,24.0
0.01,0.16,0.82,4.0,84.0,5487.0,20.0
0.05,0.25,0.66,9.0,66.0,6420.0,18.0
0.04,0.5,0.37,3.0,63.0,5742.0,5.0
0.01,0.27,0.71,13.0,69.0,5815.0,25.0
0.02,0.16,0.8,21.0,79.0,5608.0,14.0
0.04,0.23,0.71,10.0,5.0,6787.0,9.0
0.03,0.19,0.72,3.0,1.0,7648.0,10.0
0.06,0.25,0.67,94.0,62.0,6834.0,16.0
0.0,0.54,0.4,58.0,60.0,5842.0,11.0
0.01,0.43,0.51,71.0,14.0,5547.0,16.0
0.01,0.29,0.68,96.0,53.0,7015.0,20.0
0.02,0.28,0.65,99.0,56.0,6429.0,23.0
0.04,0.3,0.64,30.0,54.0,5040.0,13.0
0.02,0.43,0.36,32.0,4.0,2229.0,40.0
0.02,0.39,0.53,70.0,33.0,4935.0,12.0
0.07,0.48,0.42,2.0,0.0,4805.0,
0.21,0.63,0.06,17.0,6.0,2639.0,4.0
0.09,0.4,0.42,24.0,8.0,1128.0,20.0
0.01,0.57,0.33,20.0,15.0,2875.0,20.0
0.0,0.7,0.25,56.0,5.0,815.0,7.0
0.04,0.56,0.31,15.0,4.0,2028.0,12.0
0.05,0.31,0.55,10.0,6.0,4528.0,8.0
0.03,0.32,0.56,13.0,1.0,6019.0,19.0
0.0,0.4,0.55,2.0,1.0,5249.0,4.0
0.0,0.17,0.82,3.0,47.0,6122.0,20.0
0.03,0.31,0.6,7.0,0.0,5184.0,12.0
0.05,0.18,0.72,18.0,6.0,6935.0,35.0
0.04,0.28,0.62,5.0,4.0,6504.0,15.0
0.03,0.22,0.69,8.0,7.0,7294.0,21.0
0.01,0.34,0.64,6.0,7.0,6020.0,21.0
0.0,0.16,0.81,7.0,13.0,8079.0,14.0
0.0,0.38,0.55,9.0,5.0,6825.0,12.0
0.0,0.3,0.68,5.0,16.0,6563.0,10.0
0.02,0.33,0.63,4.0,18.0,7977.0,15.0
0.0,0.28,0.7,14.0,17.0,2841.0,11.0
0.01,0.83,0.08,92.0,7.0,2116.0,11.0
0.03,0.38,0.56,8.0,0.0,3251.0,3.0
0.01,0.39,0.57,13.0,4.0,6668.0,4.0
0.01,0.28,0.67,4.0,2.0,6151.0,3.0
0.06,0.27,0.57,3.0,2.0,6758.0,9.0
0.05,0.39,0.49,4.0,0.0,5445.0,2.0
0.01,0.32,0.63,6.0,1.0,6636.0,2.0
0.03,0.36,0.54,5.0,3.0,7141.0,11.0
0.07,0.33,0.51,4.0,1.0,5288.0,6.0
0.07,0.26,0.51,5.0,1.0,6815.0,10.0
0.03,0.25,0.56,2.0,0.0,6129.0,3.0
0.04,0.34,0.53,5.0,0.0,6546.0,6.0
0.0,0.52,0.38,3.0,0.0,4262.0,5.0
0.04,0.31,0.54,9.0,1.0,3805.0,3.0
0.0,0.07,0.92,78.0,29.0,6992.0,23.0
0.0,0.03,0.96,90.0,24.0,7706.0,45.0
0.01,0.61,0.37,9.0,0.0,2292.0,4.0
0.0,0.4,0.56,17.0,11.0,6426.0,7.0
0.0,0.18,0.81,15.0,14.0,8795.0,23.0
0.0,0.18,0.81,22.0,23.0,9214.0,14.0
0.02,0.21,0.74,42.0,53.0,7048.0,21.0
0.0,0.85,0.11,90.0,2.0,236.0,7.0
0.04,0.29,0.65,53.0,8.0,1548.0,22.0
0.13,0.36,0.47,34.0,62.0,6352.0,30.0
0.0,0.23,0.76,1.0,0.0,7085.0,0.0
,,,,0.0,4.0,
0.0,0.8,0.15,8.0,39.0,4508.0,8.0
0.02,0.27,0.72,8.0,16.0,5141.0,19.0
0.0,0.45,0.5,1.0,32.0,4177.0,13.0
0.03,0.77,0.15,6.0,40.0,589.0,9.0
0.69,0.27,0.01,99.0,45.0,2273.0,20.0
0.17,0.64,0.14,91.0,27.0,1608.0,33.0
0.18,0.6,0.16,99.0,45.0,2627.0,21.0
0.1,0.75,0.1,76.0,24.0,1036.0,20.0
0.17,0.65,0.13,73.0,16.0,2632.0,10.0
0.47,0.37,0.12,98.0,35.0,2962.0,17.0
0.02,0.86,0.08,39.0,16.0,579.0,9.0
0.0,0.92,0.04,14.0,9.0,610.0,21.0
0.03,0.88,0.06,45.0,8.0,516.0,8.0
0.13,0.71,0.01,66.0,8.0,1326.0,14.0
0.0,0.93,0.06,24.0,8.0,592.0,13.0
0.0,0.9,0.06,28.0,9.0,337.0,16.0
0.0,0.88,0.09,20.0,17.0,463.0,8.0
0.0,0.9,0.08,16.0,14.0,215.0,9.0
0.0,0.89,0.07,16.0,11.0,798.0,10.0
0.0,0.84,0.13,23.0,19.0,667.0,6.0
0.0,0.92,0.05,22.0,12.0,670.0,17.0
0.0,0.89,0.07,28.0,19.0,998.0,22.0
0.0,0.89,0.05,85.0,9.0,537.0,9.0
0.0,0.91,0.07,99.0,7.0,765.0,1.0
0.01,0.94,0.03,99.0,26.0,495.0,7.0
0.0,0.87,0.08,17.0,19.0,635.0,11.0
0.0,0.74,0.23,13.0,20.0,321.0,14.0
0.0,0.88,0.08,15.0,16.0,261.0,7.0
0.0,0.92,0.05,9.0,18.0,518.0,14.0
0.01,0.65,0.27,8.0,68.0,2703.0,15.0
0.0,0.8,0.15,2.0,31.0,1652.0,23.0
0.05,0.62,0.27,1.0,21.0,2688.0,13.0
0.09,0.39,0.51,6.0,32.0,5168.0,35.0
0.07,0.63,0.28,7.0,61.0,2299.0,33.0
0.27,0.69,0.03,11.0,12.0,136.0,16.0
0.11,0.76,0.09,11.0,14.0,274.0,18.0
0.1,0.75,0.13,7.0,16.0,319.0,10.0
0.25,0.63,0.1,3.0,22.0,1780.0,14.0
0.09,0.84,0.05,7.0,14.0,140.0,12.0
0.04,0.84,0.09,8.0,17.0,148.0,15.0
0.07,0.73,0.14,2.0,5.0,2108.0,12.0
0.05,0.65,0.27,3.0,29.0,1806.0,11.0
0.01,0.87,0.09,3.0,20.0,4147.0,12.0
0.01,0.67,0.23,2.0,29.0,1560.0,8.0
0.0,0.87,0.1,6.0,7.0,750.0,13.0
0.0,0.85,0.09,3.0,9.0,732.0,10.0
0.0,0.83,0.12,8.0,8.0,469.0,5.0
0.0,0.84,0.13,5.0,5.0,710.0,7.0
0.01,0.78,0.19,3.0,2.0,848.0,12.0
0.02,0.82,0.13,5.0,7.0,369.0,9.0
0.01,0.78,0.17,5.0,3.0,366.0,8.0
0.0,0.87,0.09,4.0,5.0,402.0,10.0
0.0,0.9,0.06,5.0,15.0,499.0,6.0
0.01,0.91,0.05,8.0,6.0,476.0,7.0
0.01,0.8,0.17,24.0,6.0,464.0,8.0
0.0,0.89,0.04,7.0,4.0,1044.0,5.0
0.01,0.85,0.09,6.0,2.0,320.0,2.0
0.0,0.86,0.09,10.0,2.0,1645.0,9.0
0.0,0.87,0.1,9.0,3.0,795.0,2.0
0.01,0.26,0.7,5.0,24.0,6030.0,16.0
0.01,0.41,0.56,2.0,29.0,7373.0,12.0
0.0,0.5,0.44,8.0,34.0,214.0,8.0
0.0,0.07,0.9,4.0,36.0,3677.0,27.0
0.01,0.27,0.68,0.0,32.0,3555.0,10.0
0.07,0.23,0.65,7.0,18.0,89.0,12.0
0.0,0.84,0.14,14.0,12.0,180.0,8.0
0.01,0.86,0.07,9.0,10.0,91.0,13.0
0.21,0.48,0.29,7.0,2.0,543.0,24.0
0.1,0.63,0.2,10.0,17.0,367.0,16.0
0.05,0.76,0.13,3.0,0.0,212.0,26.0
0.0,0.94,0.03,10.0,1.0,525.0,13.0
0.0,0.92,0.05,20.0,2.0,340.0,19.0
0.17,0.67,0.12,11.0,15.0,147.0,22.0
0.22,0.49,0.24,15.0,15.0,109.0,27.0
0.09,0.65,0.08,7.0,11.0,100.0,13.0
0.02,0.72,0.22,0.0,6.0,5748.0,14.0
0.01,0.78,0.14,1.0,44.0,4134.0,6.0
0.19,0.45,0.28,33.0,13.0,8190.0,29.0
0.06,0.76,0.15,0.0,65.0,4359.0,7.0
0.11,0.08,0.79,0.0,33.0,5929.0,25.0
0.01,0.31,0.65,0.0,50.0,5303.0,20.0
0.03,0.26,0.69,1.0,57.0,5931.0,29.0
0.04,0.75,0.12,0.0,86.0,4726.0,9.0
0.07,0.49,0.17,2.0,50.0,5564.0,17.0
0.04,0.59,0.22,2.0,9.0,4934.0,26.0
0.05,0.55,0.33,0.0,58.0,4111.0,11.0
0.07,0.48,0.36,0.0,78.0,4483.0,29.0
0.11,0.45,0.42,0.0,67.0,6114.0,35.0
0.02,0.14,0.81,0.0,71.0,5713.0,24.0
0.14,0.2,0.63,0.0,56.0,3046.0,43.0
0.13,0.11,0.7,1.0,49.0,4431.0,26.0
0.71,0.02,0.21,0.0,48.0,1370.0,28.0
0.02,0.79,0.14,5.0,48.0,2926.0,10.0
0.01,0.84,0.1,5.0,1.0,1404.0,1.0
0.0,0.83,0.13,7.0,22.0,593.0,10.0
0.38,0.16,0.33,1.0,46.0,3291.0,11.0
0.13,0.23,0.62,3.0,34.0,2270.0,25.0
0.0,0.8,0.14,9.0,12.0,374.0,6.0
0.24,0.44,0.27,1.0,56.0,3074.0,13.0
0.02,0.28,0.66,0.0,48.0,3527.0,15.0
0.03,0.75,0.17,0.0,66.0,5543.0,12.0
0.3,0.09,0.59,5.0,55.0,4149.0,40.0
0.11,0.12,0.23,2.0,41.0,2588.0,29.0
0.09,0.17,0.67,0.0,59.0,3024.0,29.0
0.0,0.79,0.19,8.0,21.0,881.0,8.0
0.02,0.61,0.35,6.0,55.0,1952.0,25.0
0.19,0.38,0.39,2.0,86.0,3443.0,34.0
0.09,0.1,0.8,2.0,71.0,7308.0,35.0
,,,1.0,0.0,2120.0,
0.0,0.3,0.64,11.0,56.0,31.0,15.0
0.0,0.02,0.95,8.0,19.0,54.0,52.0
0.03,0.88,0.06,6.0,6.0,454.0,9.0
0.03,0.81,0.11,5.0,11.0,396.0,17.0
0.01,0.85,0.08,0.0,6.0,4525.0,6.0
0.07,0.66,0.25,0.0,24.0,4556.0,8.0
0.06,0.68,0.19,0.0,29.0,5395.0,13.0
0.0,0.79,0.15,0.0,68.0,3908.0,5.0
0.04,0.49,0.44,0.0,70.0,4630.0,14.0
0.03,0.37,0.54,0.0,17.0,4294.0,7.0
0.01,0.59,0.34,5.0,28.0,4565.0,10.0
0.09,0.52,0.33,2.0,65.0,5440.0,23.0
0.0,0.74,0.22,0.0,2.0,5258.0,8.0
0.06,0.75,0.17,1.0,43.0,4596.0,12.0
0.16,0.49,0.26,0.0,9.0,7607.0,29.0
0.01,0.65,0.29,0.0,15.0,4993.0,9.0
0.07,0.65,0.2,0.0,7.0,5119.0,6.0
0.0,0.8,0.16,0.0,2.0,4528.0,3.0
0.02,0.78,0.12,0.0,10.0,4287.0,5.0
0.01,0.67,0.26,2.0,1.0,5259.0,1.0
0.02,0.78,0.12,0.0,0.0,4908.0,6.0
0.02,0.82,0.07,0.0,1.0,3712.0,1.0
0.0,0.8,0.1,0.0,3.0,4480.0,5.0
0.01,0.73,0.22,0.0,0.0,5096.0,3.0
0.0,0.8,0.16,1.0,0.0,4329.0,3.0
0.01,0.82,0.12,8.0,3.0,2809.0,5.0
0.02,0.77,0.18,0.0,7.0,2334.0,6.0
0.0,0.82,0.13,4.0,4.0,4881.0,4.0
0.01,0.83,0.11,3.0,28.0,3093.0,20.0
0.04,0.66,0.24,0.0,24.0,2670.0,21.0
0.01,0.88,0.06,7.0,16.0,2203.0,3.0
0.0,0.74,0.23,3.0,0.0,3553.0,3.0
0.03,0.47,0.4,0.0,1.0,4277.0,9.0
0.0,0.29,0.68,4.0,28.0,1041.0,9.0
0.0,0.73,0.26,18.0,17.0,48.0,24.0
0.07,0.81,0.08,11.0,13.0,289.0,14.0
0.34,0.55,0.06,7.0,37.0,629.0,24.0
0.0,0.86,0.1,9.0,19.0,1421.0,20.0
0.12,0.8,0.03,8.0,17.0,485.0,16.0
0.02,0.19,0.77,15.0,30.0,172.0,27.0
0.0,0.13,0.83,13.0,52.0,5326.0,19.0
0.0,0.15,0.83,10.0,47.0,5066.0,7.0
0.06,0.32,0.62,17.0,19.0,4563.0,9.0
0.0,0.23,0.76,18.0,52.0,314.0,9.0
0.09,0.29,0.58,10.0,34.0,668.0,16.0
0.03,0.54,0.41,22.0,34.0,2447.0,16.0
0.0,0.83,0.13,13.0,57.0,466.0,11.0
0.23,0.68,0.04,6.0,23.0,930.0,19.0
0.44,0.35,0.15,9.0,33.0,1813.0,22.0
0.1,0.78,0.08,5.0,21.0,320.0,9.0
0.03,0.74,0.21,8.0,10.0,1769.0,7.0
0.3,0.3,0.38,8.0,30.0,2619.0,17.0
0.0,0.79,0.1,0.0,4.0,2985.0,1.0
0.07,0.71,0.16,0.0,0.0,1634.0,8.0
0.02,0.82,0.09,1.0,5.0,2917.0,1.0
0.1,0.67,0.14,0.0,1.0,1746.0,9.0
0.05,0.8,0.12,2.0,5.0,3492.0,10.0
0.08,0.62,0.24,2.0,0.0,3204.0,3.0
0.06,0.66,0.22,1.0,3.0,3354.0,3.0
0.07,0.41,0.4,1.0,0.0,4046.0,8.0
0.0,0.81,0.11,1.0,1.0,1600.0,2.0
0.13,0.64,0.18,2.0,0.0,3276.0,3.0
0.01,0.88,0.05,3.0,1.0,1920.0,3.0
0.03,0.79,0.16,7.0,48.0,4073.0,7.0
0.01,0.42,0.54,7.0,58.0,5361.0,28.0
0.0,0.67,0.32,7.0,46.0,5361.0,7.0
0.04,0.64,0.28,5.0,59.0,1939.0,13.0
0.11,0.69,0.15,7.0,10.0,316.0,13.0
0.2,0.69,0.04,6.0,6.0,311.0,6.0
0.06,0.72,0.19,6.0,39.0,508.0,7.0
0.09,0.79,0.08,5.0,27.0,364.0,16.0
0.18,0.67,0.1,5.0,7.0,314.0,15.0
0.27,0.48,0.22,6.0,26.0,391.0,17.0
0.0,0.94,0.04,8.0,26.0,174.0,5.0
0.28,0.46,0.19,4.0,49.0,1996.0,12.0
0.15,0.57,0.24,1.0,43.0,2031.0,6.0
0.2,0.47,0.29,4.0,40.0,2800.0,9.0
0.13,0.4,0.41,10.0,32.0,214.0,25.0
0.24,0.61,0.13,11.0,26.0,139.0,10.0
0.31,0.65,0.03,11.0,18.0,123.0,10.0
0.05,0.91,0.01,6.0,15.0,58.0,21.0
0.06,0.87,0.02,7.0,20.0,120.0,25.0
0.05,0.81,0.07,7.0,4.0,74.0,16.0
0.22,0.7,0.07,11.0,25.0,112.0,23.0
0.41,0.43,0.12,7.0,44.0,568.0,23.0
0.0,0.94,0.01,8.0,10.0,53.0,26.0
0.07,0.78,0.11,20.0,14.0,201.0,16.0
0.1,0.69,0.17,18.0,3.0,87.0,15.0
0.09,0.7,0.16,17.0,5.0,161.0,10.0
0.08,0.85,0.01,8.0,1.0,131.0,17.0
0.05,0.6,0.36,66.0,20.0,3270.0,17.0
0.04,0.44,0.49,9.0,6.0,2493.0,13.0
0.01,0.48,0.46,10.0,10.0,2574.0,9.0
0.04,0.46,0.41,21.0,8.0,2108.0,9.0
0.0,0.09,0.88,86.0,21.0,8578.0,15.0
0.0,0.41,0.52,5.0,8.0,6159.0,13.0
0.01,0.53,0.44,16.0,2.0,7864.0,3.0
0.01,0.71,0.24,9.0,0.0,4831.0,6.0
0.01,0.66,0.29,7.0,20.0,3627.0,2.0
0.02,0.45,0.5,25.0,13.0,6520.0,3.0
0.01,0.13,0.85,10.0,38.0,8136.0,26.0
0.0,0.43,0.55,18.0,14.0,6177.0,11.0
0.01,0.18,0.78,45.0,24.0,4772.0,35.0
0.0,0.14,0.85,9.0,23.0,5371.0,18.0
0.0,0.43,0.56,6.0,7.0,5620.0,22.0
0.01,0.06,0.9,2.0,24.0,6230.0,31.0
0.0,0.55,0.43,6.0,41.0,3759.0,19.0
0.03,0.71,0.2,11.0,37.0,646.0,9.0
0.0,0.46,0.52,7.0,38.0,304.0,15.0
0.08,0.41,0.46,6.0,42.0,1547.0,29.0
0.0,0.75,0.2,4.0,39.0,2460.0,5.0
0.01,0.64,0.31,2.0,35.0,3685.0,6.0
0.05,0.42,0.5,4.0,35.0,4236.0,15.0
0.0,0.85,0.11,11.0,41.0,700.0,13.0
0.13,0.69,0.16,7.0,20.0,158.0,24.0
0.28,0.58,0.13,7.0,29.0,122.0,19.0
0.07,0.6,0.29,7.0,9.0,135.0,15.0
0.35,0.37,0.26,2.0,19.0,1259.0,35.0
0.02,0.89,0.04,7.0,17.0,137.0,11.0
0.22,0.67,0.09,10.0,13.0,72.0,24.0
0.01,0.53,0.44,3.0,42.0,4584.0,14.0
0.3,0.13,0.55,7.0,58.0,4188.0,17.0
0.7,0.05,0.23,4.0,33.0,3165.0,38.0
0.52,0.05,0.4,2.0,63.0,4780.0,38.0
0.17,0.1,0.71,4.0,44.0,3565.0,28.0
0.39,0.1,0.48,6.0,60.0,5816.0,23.0
0.32,0.3,0.33,9.0,64.0,7265.0,32.0
0.1,0.16,0.68,7.0,46.0,5009.0,13.0
0.67,0.22,0.1,3.0,37.0,4177.0,34.0
0.17,0.6,0.21,4.0,75.0,4944.0,19.0
0.3,0.34,0.33,4.0,38.0,5773.0,19.0
0.14,0.64,0.16,6.0,17.0,4318.0,17.0
0.03,0.77,0.15,3.0,49.0,4845.0,10.0
0.03,0.8,0.13,10.0,38.0,5170.0,12.0
0.19,0.65,0.18,5.0,35.0,4468.0,13.0
0.17,0.54,0.18,1.0,45.0,4671.0,20.0
0.04,0.89,0.04,7.0,9.0,308.0,9.0
0.11,0.82,0.06,4.0,12.0,764.0,16.0
0.05,0.8,0.11,5.0,12.0,344.0,9.0
0.11,0.81,0.05,6.0,21.0,235.0,18.0
0.16,0.43,0.39,4.0,15.0,630.0,25.0
0.28,0.53,0.1,5.0,15.0,872.0,14.0
0.34,0.28,0.35,5.0,16.0,1180.0,13.0
0.12,0.31,0.54,5.0,20.0,786.0,19.0
0.36,0.48,0.09,7.0,12.0,266.0,12.0
0.06,0.68,0.22,4.0,11.0,1021.0,15.0
0.11,0.77,0.05,3.0,2.0,3729.0,15.0
0.17,0.7,0.08,2.0,0.0,5936.0,18.0
0.08,0.78,0.07,2.0,1.0,2889.0,7.0
0.06,0.78,0.11,3.0,7.0,822.0,3.0
0.04,0.84,0.08,4.0,2.0,583.0,10.0
0.11,0.73,0.09,3.0,8.0,579.0,8.0
0.31,0.5,0.11,3.0,5.0,6271.0,19.0
0.05,0.8,0.12,7.0,0.0,5628.0,11.0
0.16,0.74,0.02,3.0,6.0,4533.0,6.0
0.13,0.65,0.1,3.0,0.0,1468.0,10.0
0.22,0.64,0.04,3.0,1.0,1514.0,8.0
0.06,0.74,0.14,5.0,1.0,1459.0,16.0
0.23,0.6,0.14,5.0,32.0,344.0,14.0
0.07,0.8,0.08,6.0,11.0,356.0,7.0
0.06,0.76,0.14,7.0,3.0,338.0,11.0
,,,0.0,0.0,4114.0,
0.01,0.79,0.18,8.0,3.0,375.0,22.0
0.0,0.78,0.21,8.0,44.0,2182.0,25.0
0.0,0.0,1.0,12.0,19.0,1056.0,22.0
0.0,0.01,0.98,7.0,0.0,1130.0,21.0
0.0,0.0,1.0,5.0,2.0,1546.0,34.0
0.0,0.0,0.98,21.0,3.0,3854.0,29.0
0.0,0.0,1.0,15.0,4.0,6401.0,37.0
0.0,0.01,0.98,10.0,1.0,756.0,25.0
0.0,0.0,1.0,9.0,7.0,325.0,35.0
0.0,0.0,1.0,42.0,0.0,4403.0,34.0
0.0,0.0,0.99,39.0,5.0,1128.0,45.0
0.0,0.0,0.99,10.0,7.0,4825.0,35.0
0.0,0.01,0.98,8.0,1.0,2235.0,34.0
0.0,0.0,0.99,4.0,24.0,5076.0,47.0
0.0,0.02,0.97,3.0,10.0,4008.0,29.0
0.0,0.0,1.0,14.0,8.0,3928.0,40.0
0.0,0.0,0.99,4.0,17.0,2546.0,40.0
0.02,0.65,0.29,6.0,36.0,1151.0,24.0
0.04,0.57,0.35,8.0,57.0,907.0,21.0
0.03,0.85,0.1,13.0,16.0,549.0,15.0
0.0,0.46,0.52,14.0,22.0,170.0,2.0
0.02,0.75,0.21,9.0,42.0,1079.0,11.0
0.0,0.34,0.65,16.0,23.0,95.0,13.0
0.05,0.61,0.24,5.0,38.0,4236.0,9.0
0.07,0.39,0.51,0.0,48.0,3824.0,35.0
0.02,0.46,0.5,6.0,45.0,6470.0,9.0
0.0,0.2,0.73,0.0,84.0,3561.0,11.0
0.0,0.38,0.59,2.0,80.0,3092.0,16.0
0.01,0.08,0.89,7.0,53.0,4843.0,20.0
0.01,0.03,0.95,7.0,55.0,5876.0,20.0
0.17,0.04,0.78,8.0,52.0,4472.0,24.0
0.01,0.04,0.94,3.0,75.0,5128.0,37.0
0.13,0.15,0.66,6.0,18.0,2890.0,19.0
0.0,0.15,0.83,5.0,70.0,4132.0,22.0
0.02,0.73,0.22,31.0,25.0,726.0,13.0
0.1,0.45,0.37,13.0,57.0,3374.0,8.0
0.03,0.31,0.65,17.0,52.0,2994.0,18.0
0.0,0.04,0.92,8.0,87.0,4165.0,24.0
0.0,0.02,0.97,11.0,84.0,5982.0,23.0
0.08,0.29,0.58,19.0,21.0,2659.0,23.0
0.1,0.14,0.73,10.0,76.0,4817.0,21.0
0.33,0.35,0.25,0.0,50.0,2871.0,15.0
0.3,0.21,0.46,1.0,64.0,3240.0,32.0
